,fecha,prices_bitcoin,market_caps_bitcoin,total_volumes_bitcoin,prices_ethereum,market_caps_ethereum,total_volumes_ethereum,prices_binancecoin,market_caps_binancecoin,total_volumes_binancecoin,prices_cardano,market_caps_cardano,total_volumes_cardano,prices_dogecoin,market_caps_dogecoin,total_volumes_dogecoin,prices_solana,market_caps_solana,total_volumes_solana,prices_polkadot,market_caps_polkadot,total_volumes_polkadot,prices_matic-network,market_caps_matic-network,total_volumes_matic-network,prices_litecoin,market_caps_litecoin,total_volumes_litecoin,prices_ripple,market_caps_ripple,total_volumes_ripple
772,2022-02-11,42445.389,803706779791.898,23279080009.72499,2930.563,350133590835.08734,16560032290.708168,400.975,67387149413.09772,1177766624.5480516,1.082,34703538693.84502,1053881949.1765454,0.145,19250932075.40593,670550572.2866048,96.463,30597070580.09104,1738208639.1534996,18.984,20572029325.256985,992204806.4227159,1.715,11778503269.408924,1382271160.1680336,126.102,8792354216.764763,858268331.394889,0.762,36423431829.04126,3708716005.6494393
773,2022-02-12,42254.738,799547462142.6093,15479727288.782782,2918.085,347517755313.83966,11367427285.455873,403.396,67644926163.61093,1063115282.9592524,1.057,33875479735.022057,1051948177.879654,0.144,19167930602.86915,553680888.7321459,95.7,30347618773.26294,1336515340.137724,18.815,20347060821.402138,702583071.2979032,1.693,11625732032.065807,874825121.9279617,126.691,8821069003.28906,670165818.3939204,0.825,39120421789.46051,3853073023.8076897
774,2022-02-13,42247.836,802059713029.3901,12146423251.39967,2889.236,345252969326.4971,9020562479.291342,399.294,67161724930.411766,902171066.4918171,1.047,33537767336.502293,801110888.9015757,0.149,19756196187.587433,1231414542.6713285,93.367,29672733160.79642,910049119.2353679,18.841,20286774145.390427,520320760.0056092,1.672,11504708862.654367,644227753.3628993,126.285,8787938472.04504,567610491.0212473,0.812,38806859793.893555,3085176044.0806017
775,2022-02-14,42634.574,808280617642.0496,18090873762.822777,2935.645,351368910987.00305,12117644856.003006,403.577,67927392995.635315,494813179.0091319,1.052,33725640380.821823,957978409.7604816,0.146,19379828533.05171,713209878.467042,96.442,30784741416.87896,1364915626.6617208,18.732,20330586905.798527,605860012.7828761,1.66,11433641383.649767,905500990.3177937,124.833,8693486478.793137,563405437.5315092,0.803,38448661595.62696,3147538928.000717
776,2022-02-15,44574.321,848321283143.9929,19801081788.555756,3179.3,381791121976.2447,14189484930.460047,433.473,72921371863.18454,2097197141.7202258,1.108,35679172598.208206,1036467397.5593413,0.152,20205513014.868282,588779802.3578908,104.851,33579862333.60316,1630619496.195204,20.168,21989212429.833023,648661043.8032804,1.861,12849548178.555407,1060112924.2822238,131.688,9214944628.079865,680554080.0068742,0.852,40834438279.59535,3043829789.363568
777,2022-02-16,44063.282,836256083783.791,16847003857.433496,3128.641,376071884044.5087,13120593628.157278,428.818,72209779015.14417,1325457432.7809157,1.085,34925054508.5803,766148212.3279066,0.149,19793161996.164135,467063698.8806109,101.956,32707737720.154152,1473078677.1202588,19.832,21632674348.359264,651228108.5882292,1.841,12717293422.232367,1031104802.8849592,128.377,8942062959.015314,620462660.8270952,0.839,40187017225.8397,2930845329.80358
778,2022-02-17,40562.987,770096677778.6456,22270664615.4777,2881.613,345252572787.0988,16242836366.095669,402.669,67768130125.47836,1129722977.6152854,1.021,32776487178.54903,812615784.4818223,0.139,18448059490.681126,637195114.5822377,93.405,29918359231.26159,1463178693.3773677,18.124,19666147141.288696,729682828.0764459,1.662,11423928294.267664,962005468.1354367,116.212,8096862166.69461,771632269.116077,0.769,36963479625.065254,3303770867.844775
779,2022-02-18,40073.495,759881874201.3011,20130002755.177864,2792.304,333997569707.84204,16064045339.56507,399.964,67290288640.625626,388266118.98024994,0.999,32059403498.594284,996941380.658312,0.139,18432330982.73074,469164990.70093423,90.109,28828455911.828396,1290677352.6433926,17.869,19440501172.636116,662062096.4864421,1.597,11020292950.193768,871159458.4942768,115.087,8017968577.635381,995911520.6676795,0.788,37773994946.58903,3429752250.87647
780,2022-02-19,40192.759,761447243939.9269,11735183838.17719,2768.972,330814655802.00714,9956229564.570753,400.694,67268132030.639,938066424.2155038,0.999,32017660308.182068,878381951.6346868,0.141,18712230030.190487,531005180.0504977,91.606,29209068299.47004,836883423.9090565,17.926,19440770227.12013,431248077.2874277,1.632,11190615608.466167,625829577.2077442,115.851,8066376368.090658,555308617.4117981,0.825,39561276267.6763,4253979000.495266
781,2022-02-20,38514.009,730381814665.4404,15998424231.017673,2632.491,315015971538.73315,12215462928.563446,381.575,64427436020.24641,1148015812.1110637,0.934,30150673034.05805,1124857649.507319,0.137,18210299711.498596,430709127.9803721,90.803,29261491189.686405,1428521632.3321967,16.948,18571831871.01635,654237821.1593908,1.516,10522072335.52667,754141140.6143681,110.828,7723001947.133409,611872378.2827846,0.778,37317825787.82265,3922516717.5710244
782,2022-02-21,37059.979,703004241590.1829,25174914104.16337,2574.513,308836894427.69006,19206327576.145523,356.956,60272497691.14773,1618738858.8180537,0.86,27688893323.616894,1548137013.1354744,0.129,17175378103.537405,744028094.377513,83.144,26727888651.40893,2247461489.9635487,16.213,17594587959.022434,939691993.3548201,1.409,9713678646.55244,1238057575.2942054,103.59,7244478418.750748,783358953.3352973,0.706,33972778766.692947,4439011970.562481
783,2022-02-22,38337.204,727094284067.6588,22212181617.200245,2644.154,317004525462.3889,16856627508.447924,374.43,62997037014.43592,1611578892.7079134,0.891,28644348109.42572,1600203239.5966136,0.132,17498675789.226795,578514808.559262,86.573,27744256745.686615,1577877587.2386572,16.582,17917639268.337646,823757048.9395145,1.464,10088262985.871386,1069252969.8415527,107.567,7497251391.913771,737608295.096188,0.726,34808187364.35561,4599434726.372438
784,2022-02-23,37372.293,708829287814.1068,18507851467.85067,2594.701,310997586955.65283,13713218952.651205,367.525,61823423821.17144,1287048726.698975,0.871,27987012931.084873,1350169630.428599,0.128,17006796281.083015,524745719.9000757,85.269,27294663661.65063,1761310724.440881,16.037,17465416910.19338,918406607.3870813,1.448,9946003417.318922,1157637511.22795,105.969,7386564709.743127,591005149.7774687,0.702,33701843282.350643,3840839043.6681924
785,2022-02-24,38363.345,727657714638.0917,40839699480.89129,2599.934,311533514951.14,30992409365.835472,361.338,60666123711.91457,2319428614.462771,0.854,27380809087.285168,2765582272.866026,0.124,16447954565.768293,1555500389.0762396,89.051,28497445445.309517,4075674086.526734,16.104,17503655353.218777,1685419680.7506614,1.439,9885807671.410994,1990645465.0181744,104.242,7266951117.198242,1378724540.9715934,0.698,33453595245.003593,5932775744.138649
786,2022-02-25,39316.162,745763194704.1796,22579249141.515377,2771.891,333625150661.6757,17751279835.572117,375.036,63040996747.37649,1248836310.7448277,0.897,28804358271.907227,1242827016.4198291,0.128,16970565180.285915,633264428.6761099,92.736,29919961866.348053,2417499269.8008738,17.31,18908136701.357437,902436424.7650347,1.556,10707626663.26494,1238021461.8188524,109.519,7635550854.808023,743013595.1103419,0.771,36980776521.84238,4633609414.809206
787,2022-02-26,39090.202,741083625917.93,14568201294.74542,2785.339,332645349329.944,11984293384.913609,373.708,62626174042.79944,1034746780.5093408,0.888,28448195569.613117,838819546.7357087,0.128,16904081014.60324,425389398.900253,90.108,28767659413.525894,1316252928.3341599,18.007,19504595248.591766,1059446587.4252287,1.511,10378425851.278519,791804114.7104989,108.138,7533185233.843067,628927741.2533836,0.752,35942263895.59888,4076260609.6079364
788,2022-02-27,37803.59,717619764688.0872,19424397945.619602,2629.483,314566178973.5596,17309819254.70233,361.295,60867607019.914635,1258267471.1888309,0.861,27574399427.75873,931897414.7217752,0.124,16368162696.822393,821388956.9395983,85.568,27360038516.30834,1559328417.4245245,17.516,19052243735.017506,987126257.7958626,1.453,9957328551.330097,856622640.704899,103.112,7184428503.067197,571319765.8998512,0.721,34581739036.304855,3731215035.1125417
789,2022-02-28,43225.405,819019441071.749,30634280854.538326,2919.295,349056335389.1799,19832961026.345818,395.812,66424867796.34133,1540189377.8998697,0.96,30630996790.18079,1359833504.4883604,0.133,17644834541.64013,647565472.4098691,99.579,31846087892.82589,2674553479.2180743,18.943,20606771091.38648,1335777108.4068086,1.611,11035100526.916391,1105856067.270133,113.474,7901458519.601742,786158082.2800214,0.783,37500615316.86525,4355925146.495378
790,2022-03-01,44459.592,841254375272.0455,27880763034.093914,2977.276,355855644056.71844,19012291817.365406,409.353,68682205857.10456,2509007292.682648,0.964,30892367858.65227,1334434083.1786208,0.134,17792137067.533512,663017828.9212047,98.758,31569373571.96833,2476563020.453062,18.877,20556858846.838238,1246786555.9126437,1.623,11149465669.90379,1249640625.7949536,112.684,7843103593.913227,781094085.6428862,0.787,37744545801.86735,3831187527.9892244
791,2022-03-02,43980.707,834437956671.6672,25615956856.40275,2953.316,353807222059.12616,17023997910.606855,409.282,68815406699.78511,1535399359.5437255,0.939,30158715639.05949,952214634.5705429,0.133,17671088755.36031,551242876.5652119,100.79,32379126078.839725,2951039198.751416,18.608,20289899683.262436,841557855.3766359,1.636,11239527012.189714,1158326815.658124,110.362,7698431945.950647,675253898.2537469,0.768,36857824863.63222,3145198651.708127
792,2022-03-03,42491.978,807454920681.7217,22366184128.900482,2836.906,340585349633.38696,13786702924.254955,402.978,67836012886.51726,876430177.8011239,0.905,29070217141.824017,846862261.185301,0.13,17232959905.13829,453454367.244952,95.559,30435232238.200184,1795535826.5550518,18.035,19677291867.65052,793303761.699699,1.585,10904554509.073719,1231738105.296266,111.392,7767816407.818805,896691497.0773238,0.753,36230318096.370834,3246276258.46261
793,2022-03-04,39200.3,743810477766.2219,25121267305.979286,2619.356,314336377085.58026,15538211354.189482,375.027,63038204707.347404,1412989509.4984322,0.844,27092657207.3501,929386636.0925647,0.123,16270672606.167295,570639214.497466,88.245,28319787092.93302,2029343357.151517,16.785,18360963628.261246,814224107.9201245,1.473,10163921686.71599,1247749647.419925,101.141,7056718846.73301,967050961.3856541,0.713,34196859571.601543,3340359216.669842
794,2022-03-05,39463.147,748197160856.1006,14818212144.749968,2668.706,319334318240.9434,8652610729.437431,385.441,64694552915.98726,1178995370.37429,0.867,27767699997.64302,699482297.4954655,0.125,16633635745.924519,357699960.6239822,89.789,28439402258.606415,1164108659.2733207,17.33,18883862709.2341,611717395.9555771,1.51,10356911461.47846,972441883.2406132,105.04,7327755348.714135,627716516.6282947,0.756,36199173075.572495,3644210569.6312237
795,2022-03-06,38442.992,729501899968.2964,16995562040.606796,2558.36,306675297178.70435,9377488374.702219,375.282,63077523633.75106,1181871869.7686915,0.825,26438548435.806396,617464962.1174651,0.121,16022285140.030806,450121950.994366,84.639,26835926882.34714,1139246888.3328228,17.012,18560720716.930275,583143137.6472855,1.44,9882264012.372719,957904524.1078165,101.315,7070358997.523902,581423472.0198077,0.727,34850697038.2734,3212597507.684128
796,2022-03-07,38076.494,723198804467.6718,24596395439.058964,2498.659,299834957580.4126,15295190068.57191,381.52,63911307485.45487,1813986132.7580984,0.798,25566969905.6544,882304115.1967249,0.117,15550670944.30081,508118703.94951713,82.067,26300808792.830048,1884457926.903441,16.427,17862554741.695995,738284001.6916823,1.417,9745499649.875484,1242025025.134206,98.694,6886635383.182716,751674495.2836767,0.724,34699488211.455986,4149973566.529719
797,2022-03-08,38732.937,735453953725.9198,22556397749.428085,2576.627,309291567872.3395,14681251925.804962,381.744,64220105349.65272,1436515784.4588244,0.802,25692133991.60226,835120211.190321,0.117,15509340477.457104,552520191.1276314,82.254,26425486647.51813,1704061421.1695168,16.945,18508887744.591454,683767994.0548117,1.444,9935355715.708147,1181152035.2304404,100.447,7009788527.35682,717444049.6343749,0.721,34608063705.636986,3407151329.6439953
798,2022-03-09,41986.034,796849504897.2562,29211702119.448605,2731.038,327144318378.6509,15208159162.669767,393.612,66202668578.4044,1804524853.4562242,0.85,27249486596.33701,862901845.6810565,0.121,16125521633.897732,557097206.5365396,88.185,28509710713.35766,2082131364.035624,17.876,19560678405.51668,692867521.3571929,1.507,10353681355.762707,1283941021.6589742,106.65,7451005933.266934,814806150.6725909,0.768,36825355524.15274,3989146224.5449605
799,2022-03-10,39468.355,749384110700.1091,27653455219.04128,2611.465,313054369877.37134,13843643777.451271,371.968,62505187316.17649,1594885257.3842895,0.808,25889503942.016598,798878328.3405949,0.117,15513048239.107885,602381396.9501859,83.025,26526485356.294556,1706781764.3768432,16.986,18530956722.802334,601179816.7222946,1.44,9888458842.253288,1201616435.3991747,102.622,7151223942.760883,855599088.3372121,0.738,35355341438.5968,3914195838.985968
800,2022-03-11,38775.176,738267961692.6816,23624165274.522385,2562.832,307992205234.7309,12313723771.430836,372.365,62803713530.74828,1295143505.749849,0.791,25428798152.19103,634486808.4585449,0.116,15378091510.664772,425746731.61398435,80.691,26163052143.35841,1382838751.097293,17.744,19500591095.318806,907000023.3657291,1.407,9704909544.193226,757380812.2692541,104.876,7368811438.412262,698277458.152888,0.802,38564286814.264175,4887949135.758494
801,2022-03-12,38903.694,738456528057.6692,12440826653.84724,2579.458,309539252974.5316,6288630630.865574,372.861,62799547814.066925,964508018.3086361,0.791,25434710291.746582,391552569.5226586,0.115,15292272004.841997,262487963.67198724,81.61,26366084285.169167,776192786.1232313,18.151,19856321187.00703,700110604.5677758,1.399,9632014379.772497,401771318.8311879,105.713,7396980914.621293,419194846.1349298,0.786,37752795220.75425,5030802269.117742
802,2022-03-13,37852.525,718551088031.3688,14461647575.513742,2518.493,302103577555.32056,8570037700.961715,362.342,60866119883.07311,376150073.5854782,0.792,25355708728.210907,592731497.5633243,0.112,14829369300.171515,370701436.56405693,78.998,25452866391.0416,949636517.694404,17.234,18826508207.97311,466836866.97416115,1.364,9349667861.57345,361668911.2199396,101.885,7115356268.722576,398639403.8208405,0.762,36608123215.65504,3630836811.535966
803,2022-03-14,39669.424,751354026218.9767,21250969229.221596,2591.542,310467033555.37006,10951215810.637651,372.984,62671877529.375824,1212240585.1055381,0.804,25728914895.372,715538424.61176,0.114,15094262969.345552,749557340.4738561,81.169,26140341333.7746,1317770720.4689145,17.687,19307388269.832634,513960792.2023474,1.379,9447541296.553635,615529227.6979487,105.618,7366162430.490366,563293023.7768364,0.775,37138477845.663216,3789866664.84478
804,2022-03-15,39331.847,747642430663.595,20768829817.938637,2620.364,314931220494.93384,12439580087.508198,371.551,62545699437.98864,1137029114.8387299,0.8,25719829388.98241,672590089.500112,0.113,14976874936.795795,404855073.2737245,82.944,26592730954.19203,1247125823.1505735,17.828,19542246751.84596,483167184.41158473,1.38,9508814844.687849,538198754.3569372,106.995,7487422510.81002,586359737.5876706,0.766,36906247283.91733,3438081456.373995
805,2022-03-16,41165.635,779761001844.4108,34974203468.766266,2771.759,333204590005.1927,19785262485.166782,385.652,64769916794.3659,1510185427.3732588,0.838,26541616926.683826,969717592.0241901,0.117,15312260997.697605,454062362.78261167,87.85,27984951680.550426,1872435776.0194497,19.056,20882474607.959236,863021898.944217,1.468,9984538247.611832,682429984.0186297,111.375,7629784997.450776,790360725.4987062,0.794,37530785877.27055,4063597298.4246235
806,2022-03-17,41001.71,778474325709.8895,18861644942.593346,2817.401,338097336083.8262,12593189074.637096,392.376,65846032213.57711,1283779184.118896,0.838,26836330495.633793,731533657.8818182,0.116,15455353266.709269,345892789.4066368,87.968,28483849999.645226,1939375410.1723945,18.755,20515847616.429142,572900134.7396764,1.45,9967222365.496498,535853724.5810726,110.294,7701640004.112216,502735777.7766626,0.794,38199986361.641,3505833298.610652
807,2022-03-18,41837.413,794378970588.3145,30316128166.48974,2945.746,353539105454.5327,14540256794.800894,397.632,66860410901.468994,1348743666.6484985,0.854,27401653000.238808,633235446.9625047,0.119,15840145554.719898,360212718.0066223,89.906,28795996368.61534,2216690010.2438216,19.014,20852676356.84929,538421869.0531887,1.501,10322675308.166061,540856944.4361957,112.174,7837958962.820096,497493622.39800483,0.798,38423054070.51003,3518410195.619233
808,2022-03-19,42201.94,800887993391.0255,16580741571.959858,2947.226,353770129278.67426,10359721811.614828,399.604,67167808769.26283,942688898.0845921,0.901,28829284960.6332,874463958.3887647,0.123,16406470450.747622,545229695.8419479,92.404,29598406487.051815,1493437229.1232493,19.346,21161039415.237484,599135365.0360895,1.526,10484554278.973576,526773333.24232006,115.83,7969227857.11442,607424744.0065289,0.819,39379307066.49004,3627461259.2091393
809,2022-03-20,41283.259,784054464871.6631,16856192301.960054,2860.642,343170506313.24133,11304953073.460001,390.734,65740764174.25152,1089593267.9744828,0.877,28148726945.452305,750486958.7804272,0.119,15829078265.846037,380998923.6262675,88.596,28394223139.824287,954767656.0285732,18.646,20430937897.518433,489026278.92273843,1.464,10075285754.064985,428921894.70201075,114.774,8026900493.94672,688857146.0392586,0.806,38867169621.4932,2799660154.683884
810,2022-03-21,41061.816,779205413378.8728,21335882483.315796,2896.587,347666776668.2674,13890729058.80007,396.485,66563040409.07858,1117952150.0327206,0.916,29195679346.345245,921246829.6089029,0.119,15801818878.8295,356391941.7920945,88.77,28382479439.33157,1145750669.0417037,18.788,20555627493.357197,510297791.81672853,1.466,10063226770.443913,467915951.8492635,116.097,8098071474.258086,636733220.8936124,0.838,40278680453.0231,3677001141.019201
811,2022-03-22,42401.896,803937099701.4115,28688623151.357098,2969.785,356813271188.88025,15671928047.784338,403.974,67944911784.28478,1410134835.8988323,0.976,31106610233.077805,1339383877.7756891,0.122,16238962822.171598,468365801.74286,90.504,29048148956.10171,1405727754.2331312,20.366,22375580025.085613,858765012.0841838,1.506,10339425167.499607,584427913.61521,122.854,8564524535.414073,940390291.4337041,0.837,40301095225.540955,3549893085.552186
812,2022-03-23,42802.155,810894331277.664,21851891598.642384,3028.835,363715804798.513,14257143986.39263,407.726,68533085664.445015,1359589492.0039978,1.104,35144269548.35936,2721873859.026031,0.13,17166493310.803734,763388441.3232628,94.92,30612053298.879955,1433431548.5448608,20.98,22917058256.87239,950162625.406149,1.554,10680221041.51093,581086517.9224324,122.306,8551817227.793575,694876456.9911262,0.838,40309455205.726654,3256620136.1043563
813,2022-03-24,43936.096,834251096724.507,26212783703.864426,3106.657,373177111114.7027,16202188701.767122,413.52,69570163337.93143,1414904527.1329823,1.128,36174727483.39774,2818931372.5988584,0.136,18085352081.106976,1502377899.5071545,102.18,32979523332.775997,2412096877.261528,21.21,23287483814.445496,871015126.7953657,1.629,11198226602.067427,772819488.6370896,126.941,8889688945.563856,817339754.7424108,0.842,40523755643.15179,2788824891.43428
814,2022-03-25,44331.778,842031938721.7855,26147756108.07925,3106.072,373074920726.7511,15532463157.18736,410.971,69101357831.00623,1382665232.1999316,1.098,35230742774.42558,2014405026.934792,0.131,17372121466.21083,843502488.6271193,98.647,31980590349.304367,1817213990.6348524,20.547,22536737974.604527,706999483.6571165,1.579,10867692232.91848,699044668.4753135,124.044,8673709383.387667,699156200.5821561,0.824,39672483855.87599,1983331996.3482928
815,2022-03-26,44510.844,845235093872.7649,13676534294.229202,3140.876,377825418684.3759,7615867102.157496,415.641,69918476312.58119,810539522.9863377,1.15,36962552852.50904,1262708850.6801925,0.136,18037221358.622047,679906092.5425212,101.641,33176556212.500633,1009509747.3725619,20.874,22895536369.104588,424587521.0171155,1.609,11083688050.915546,434047210.03797215,124.693,8720005503.92015,424690663.1283197,0.831,39989129613.705086,1421460060.3801568
816,2022-03-27,46715.118,887283025181.1342,22545392529.67392,3285.173,394486853105.0086,11980084883.788645,429.792,72171510772.34586,1228513374.3778086,1.179,37732296888.58796,1183071933.758048,0.144,19159099440.94978,1361751198.6091218,106.91,34802243172.81474,1301984880.0039117,22.387,24508515096.40211,610987177.2090095,1.691,11611983801.187721,575455794.7059026,129.128,9017530687.70228,628570175.5606306,0.854,41121465144.908394,1855295728.8144586
817,2022-03-28,46994.879,892747620147.7012,30051327357.066643,3328.934,399977979554.21063,18514225350.60662,429.884,72525569986.30646,1785452104.8351495,1.168,37863693777.97249,2092616377.2214744,0.143,18912086335.114277,1362089564.8119006,106.24,34753559141.629364,2396330997.762824,21.914,24285077478.31352,1042448625.9844141,1.658,11490538539.170568,795308146.5691124,127.909,8946798913.306074,845452466.1367563,0.864,41579711813.883125,3277202257.529429
818,2022-03-29,47459.261,901430001888.9999,26128040680.825665,3401.184,408153998267.8274,17936369661.586555,434.269,73031351753.69048,1642982250.9366329,1.19,38100498122.30323,1575619798.950238,0.144,19156703511.03722,915070191.8107778,111.746,36192035879.28324,2434694052.670127,22.404,24458395644.506012,982288122.1198189,1.674,11481806387.594511,772381037.1455355,130.031,9096209057.769444,724299185.7942713,0.857,41224241577.90292,2363256678.4533124
819,2022-03-30,47063.366,895356010540.8462,24497248306.346912,3383.789,407460530687.7479,14183468637.6598,442.793,74528326961.8592,1873665298.2904177,1.19,38244803202.93802,1355237416.0780725,0.143,19046182054.000004,1429100276.6028671,120.699,39218225944.819916,3208462667.358372,22.512,24764137740.674706,926646920.3787513,1.684,11596193020.520037,769173719.3750808,131.034,9187246632.47704,837318486.7412882,0.86,41449148705.78688,2300476564.6465573
820,2022-03-31,45528.407,865010142444.9791,27736469645.537262,3283.303,394628513775.2061,16222256121.186861,428.763,72076475923.10056,1862521187.8113406,1.143,36564438553.58206,1624760196.3938525,0.138,18285023774.70442,1171644436.358527,122.761,40036171559.14788,3421557221.672948,21.319,23348056183.67952,986419411.9764845,1.618,11093895130.333271,859132931.2180719,123.622,8649611372.497837,1242471536.721218,0.815,39229302714.938545,2910917620.602431
821,2022-04-01,46270.201,879144224206.3806,32948605532.135277,3451.196,414854897478.46454,19701116865.137077,446.517,74975843094.60384,2415807550.643166,1.165,37319104972.83728,1563230562.9633229,0.141,18736363429.505466,864435179.5589623,134.371,43736096533.81698,3831716307.2558904,21.997,24107462117.789444,958748664.9312756,1.694,11621677576.486965,815818644.706202,124.862,8737259702.743517,749240231.8030623,0.827,39813871220.935646,2553508655.7091336
822,2022-04-02,45842.145,871050305858.7916,24803837259.76474,3440.336,413595262456.1556,22091140764.533768,436.635,73580203376.82477,1719409479.349891,1.159,37298700193.35377,1120502102.8071818,0.139,18434882794.129143,669846329.5030069,132.266,43260457424.49813,2989201592.6587396,22.685,25068600693.179695,1196992957.9850526,1.653,11417684078.189796,675538479.9748996,124.891,8740254744.195148,690210765.6577476,0.824,39816351313.276695,2067165078.9801276
823,2022-04-03,46434.563,882346640419.069,21510196790.30345,3521.585,423410516389.8548,14019828281.404171,449.052,75453944280.38243,1926051773.6496046,1.184,37950775793.778305,915587874.7530303,0.146,19342108550.767612,1083257019.1997526,136.675,44426659281.57661,2277967480.691483,23.193,25454146154.2081,925170103.2173431,1.689,11603592975.240065,574375495.1458802,129.006,9029301326.591904,569747297.358324,0.843,40545522531.02838,1819121861.203156
824,2022-04-04,46622.636,885584977681.2438,28019309650.72574,3520.967,423367935034.98956,16925919013.954468,447.402,75127757360.83472,2040640167.566722,1.213,38870321080.1152,2253384085.476365,0.148,19686180868.269466,2197789073.771911,132.345,43072219169.516655,2483670638.13783,22.56,24809702948.170696,924348637.4240115,1.65,11324415698.078142,600783977.6738241,124.818,8737514857.13246,722104025.077731,0.828,39809813062.1763,2337211874.3592877
825,2022-04-05,45635.454,867247321783.443,25474063861.60569,3422.97,412944890807.9602,15114055501.97898,446.693,75257138923.67526,2111671411.185174,1.171,37632239199.71879,1081488584.0818248,0.172,22841317361.905937,4812898159.279699,126.606,41374924383.733,2136267271.3883832,21.843,24170810469.617382,780485513.9069963,1.593,10967130280.068285,545558224.4056574,123.238,8627354200.909416,549673831.3876,0.819,39411319969.837364,2017746802.820634
826,2022-04-06,43198.775,820983263462.4961,34113818641.77575,3171.371,382808702033.7895,26109763334.73009,420.521,70913339346.85448,2227804262.08252,1.054,34026993428.76506,1605538955.330919,0.143,19026950766.307198,3516150438.685102,112.529,36929750315.179565,3198015612.875086,19.897,21884023993.94301,967317926.5029364,1.458,10061728980.957518,812952829.1569573,112.34,7865215223.086861,945958315.4516118,0.762,36687016206.95844,3043359043.011921
827,2022-04-07,43515.15,827032889944.6309,22960138784.304127,3232.835,388867320187.2107,16149775914.530878,437.092,73491424319.16377,1902419275.6903815,1.093,35050598645.116776,1084344265.4143581,0.146,19384244137.97197,1288347535.7744143,118.688,38892547341.88895,2381088467.183991,20.442,22592140089.39074,669734254.5340466,1.513,10409621379.14339,619723630.1405983,114.256,8000180296.303743,595834194.5385668,0.788,37944994433.974365,2580151283.399397
828,2022-04-08,42315.71,804272478980.6077,24202906401.166885,3192.025,382662893229.3914,17523939555.353264,421.469,70595674729.47571,1895964802.5659816,1.028,32831866550.980778,888344049.6076194,0.143,18909602130.809933,1515264410.3042731,109.691,35663008069.967834,2314898911.4950137,19.368,21245308735.687393,624597827.4739991,1.436,9813486207.355474,556074078.9112197,110.76,7756150300.742073,683845857.4354802,0.755,36222968800.71056,2728014121.05299
829,2022-04-09,42796.397,812734148492.5116,13949535311.5313,3265.938,392551461530.81824,9316769843.73387,426.922,71781324518.36812,1312491096.8495579,1.046,33449118882.30975,605121783.4488175,0.144,19165261252.340595,661718415.4552729,113.006,37007525656.87938,1201163544.2593207,19.793,21776656313.102512,375847571.66456026,1.465,10076900012.988827,379334558.9867199,112.869,7904659965.946905,445190509.12341255,0.764,36744121558.51562,2248538561.7904735
830,2022-04-10,42274.907,803574629064.9272,14936318818.778025,3219.16,388982079663.2629,10005373137.102016,419.823,70798823665.38066,1230641841.8784754,1.033,33247148814.551537,583476514.1398174,0.15,19987358570.522083,1856658866.5016725,112.174,36884144376.64433,1163112953.8060896,19.331,21519585779.975433,458928408.4588878,1.432,9898004486.737856,328863937.7126543,111.001,7774659047.922987,431993131.2795852,0.756,36403620789.85844,2353543395.1507244
831,2022-04-11,39603.965,752680814425.1921,30168665078.21043,2992.702,360149250762.0514,21142997359.75918,394.055,66255189769.71295,2139768656.2142828,0.923,29698618696.224495,1291467594.2250822,0.134,17820159011.155285,1415524659.2257547,99.453,32731502385.0518,2180410357.199723,17.182,18983230927.236343,807966452.0830128,1.333,9176899513.29928,601166598.4617438,102.561,7200362878.926139,731362436.3145562,0.696,33601430163.01578,3463223949.7842712
832,2022-04-12,40205.678,764314681923.3135,27804694935.48352,3038.209,365661388410.7189,18977679663.55036,414.592,69708186956.16621,1974498684.823981,0.957,30694294775.110844,1020547948.0733728,0.138,18332874080.115364,1137782588.8216176,103.503,33941121649.55018,2285179235.3492475,17.818,19652345191.89618,610671782.2777971,1.395,9584479144.869608,773182242.8669391,104.95,7352380319.887069,542327195.0286468,0.717,34518751871.64326,2991917530.6422462
833,2022-04-13,41205.169,783560801481.9719,25453869985.971855,3121.4,375767680796.0061,15452917855.24062,423.543,71207307204.25941,1726755978.7743976,0.976,31303049352.34989,751454569.7122971,0.14,18613255836.159664,900497958.2487617,104.844,34394710741.73072,1533589774.7178605,18.206,20085251304.51666,513878512.39558345,1.422,9782060333.490206,606577963.0209951,110.539,7744728903.55611,736067145.9950242,0.726,34923339191.64158,2962354970.672501
834,2022-04-14,39959.457,759703443634.6515,22744792147.00975,3023.417,363962080917.9128,15895586504.785799,415.28,69824031691.95126,637543282.9959954,0.933,29929053080.4926,796807126.0565505,0.144,19135452488.479843,1696769110.169632,100.739,33098172133.64845,1652768959.5959563,17.954,19820298510.02851,531799292.7406566,1.374,9449433345.873823,583205463.0573411,107.482,7531293576.470776,644414780.7544945,0.728,35057442819.08632,2957491995.833695
835,2022-04-15,40586.597,771666602547.5923,22053774554.17729,3045.428,366695398817.36127,12543243551.278517,417.565,70113766960.73828,1092656125.8656168,0.956,30654197034.917725,592228137.4808869,0.146,19399564921.502853,1192127471.5748763,101.347,33734041429.04125,1039846461.4171497,18.38,20276872295.4029,417489722.8127524,1.397,9596445689.875225,359468034.07453,111.129,7787632988.07337,664670069.2050865,0.788,37917721713.907646,4005911938.6822834
