,fecha,prices_bitcoin,market_caps_bitcoin,total_volumes_bitcoin,prices_ethereum,market_caps_ethereum,total_volumes_ethereum,prices_binancecoin,market_caps_binancecoin,total_volumes_binancecoin,prices_cardano,market_caps_cardano,total_volumes_cardano,prices_dogecoin,market_caps_dogecoin,total_volumes_dogecoin,prices_solana,market_caps_solana,total_volumes_solana,prices_polkadot,market_caps_polkadot,total_volumes_polkadot,prices_matic-network,market_caps_matic-network,total_volumes_matic-network,prices_litecoin,market_caps_litecoin,total_volumes_litecoin,prices_ripple,market_caps_ripple,total_volumes_ripple
141,2020-05-21,9059.963,166569335290.8396,35965016693.72406,198.918,22089212414.442772,8110302356.370864,16.067,2378561522.0209627,247644529.32985726,0.053,1639420156.4212704,232919935.6227309,0.002,302016245.62339747,135564016.30217594,0.606,4853042.594897839,2791803.410911919,,,,0.019,65962361.37851412,42411059.04391778,42.729,2767977666.8487496,2816831414.411185,0.195,8602543016.30914,1544535157.9958904
142,2020-05-22,9131.767,168309812992.5134,27700943119.83718,206.228,22960218146.427925,10636959193.321962,16.425,2433514189.1309667,267131549.19327265,0.055,1698293632.3563223,185615336.25988722,0.003,314467655.8578066,142767321.29591206,0.615,4919865.806567834,3449950.8698416166,,,,0.02,68458992.5671145,27202628.03948504,44.009,2850956004.921865,2509223256.893116,0.2,8816681088.275835,1454970548.1993108
143,2020-05-23,9170.361,168614573110.75775,26159735072.083897,206.411,22943289960.014706,8524288901.148943,16.476,2432310884.606986,261935069.89480847,0.055,1714880556.6058505,127428419.32540467,0.003,315817593.94478947,139842299.82392925,0.608,4866957.615424991,2624526.4581755586,,,,0.02,68893707.57452317,23929080.48296451,43.847,2841966598.4684153,2407785814.3178577,0.198,8714462345.390297,1249075196.4790466
144,2020-05-24,8731.849,161407638875.36517,29437505507.203728,200.691,22417907964.48714,10782742329.00735,15.992,2364976579.025716,266690358.4166988,0.052,1615330815.8356543,105461558.65782166,0.002,303756922.6593678,118180701.6397779,0.547,4374843.160369413,2831384.6236669393,,,,0.019,67412523.6012005,42056076.86202805,42.186,2747197416.9589,2358999864.345624,0.194,8586301007.646535,1289364325.3179705
145,2020-05-25,8883.692,163333743988.58344,29130957734.103832,203.81,22639118588.39778,9317131818.625378,16.344,2416857097.4160295,250808033.5711497,0.053,1662876283.1969876,181811841.10831824,0.003,311963042.24932,150073653.84341142,0.602,4809730.17960867,4453912.36455054,,,,0.021,73018187.12729013,40954089.458595216,42.911,2781168940.105863,2510220608.049391,0.197,8682758874.370806,1572175495.217402
146,2020-05-26,8839.131,162547226896.53772,26860828302.61543,200.964,22325672542.330963,8593529312.403248,16.223,2395241252.1863637,243698612.37050465,0.053,1660213375.346349,161611425.73718694,0.003,312807914.2166725,125833705.39194497,0.573,4598505.351008801,2703457.5841550757,,,,0.026,87434500.20451435,108953532.94151632,42.288,2741076277.2998815,2246548703.081632,0.194,8567002549.941864,1392748661.8291106
147,2020-05-27,9174.119,168615778509.82266,28916177009.890633,207.846,23085068545.910442,8773050350.183073,16.453,2430831282.617362,271999812.2086002,0.055,1716081188.5154953,189893992.98905334,0.003,318220492.3931817,135729333.6834608,0.588,4715158.090275346,2545885.09382515,,,,0.024,83697220.38615839,109364893.92664184,43.769,2836846093.930722,2449454889.1830797,0.197,8699660782.665977,1358329184.3187313
148,2020-05-28,9546.046,175534414971.32306,31771100326.33337,219.592,24328143646.44253,12329460719.291054,17.037,2519147859.662903,289518116.6239882,0.063,1965480006.5936985,372917376.3948492,0.003,320030360.61247617,159726412.0763231,0.572,9366383.783941554,2654599.496858454,,,,0.025,86222427.96428968,70544208.69608073,44.659,2895384373.0975323,2403848925.9529862,0.201,8857724066.1647,1499537828.1718988
149,2020-05-29,9427.12,173355014878.4796,28880265574.932682,220.491,24504031642.684784,10335270102.499737,16.996,2514242773.5231204,253571349.5085586,0.064,2009870099.4791422,416498091.00141424,0.003,312085297.51217985,135246773.45676783,0.577,9427078.266084636,2051249.6504508469,,,,0.026,88903816.77998483,61686033.61421387,44.471,2885584679.1775365,2329123256.9168653,0.198,8731198879.71849,1388432175.7669818
150,2020-05-30,9662.706,177978616382.68933,30231487421.644287,242.71,27012940828.466957,13546265992.193748,17.74,2623199554.996485,302824541.290146,0.075,2349213951.9981914,608232672.4572831,0.003,325041563.11523974,126050717.5911127,0.586,9591470.33610501,2439529.3289575824,,,,0.024,82521775.96242885,64304969.477114566,47.662,3090841697.415876,2531365834.5739346,0.206,9100788486.566254,1464684241.188124
151,2020-05-31,9466.962,174105710752.04755,27396663221.152317,232.331,25671662155.409367,10887047331.601736,17.08,2508703324.268179,297854669.4223539,0.074,2293903473.158277,890049224.2352833,0.003,319088845.3079224,121116975.44298244,0.576,9399234.951485896,1936502.3610925872,,,,0.02,68868109.91555941,88350182.24108803,45.757,2967645189.210175,2394255572.176256,0.203,8966762754.982592,1594357118.5912654
152,2020-06-01,10167.931,186932702065.96875,33702539853.509113,248.045,27559451838.43636,12532381844.259752,17.868,2655040579.638382,315491464.56560177,0.081,2512794186.9289203,721638304.9515578,0.003,337261368.9984751,131305278.95816353,0.579,9424972.586161828,2232352.346863049,,,,0.022,74808948.31920505,64245651.01421482,48.334,3156341384.761475,2818768410.2657166,0.211,9302180983.968418,1561471396.2505286
153,2020-06-02,9515.244,175463166971.51956,36841150778.6441,237.265,26414164713.757725,11228877888.97363,17.278,2555160161.912837,271525033.77835363,0.078,2441074404.0458746,609498641.1541597,0.003,315259162.21302235,131645486.66120732,0.566,9310563.109433705,1384105.1497734163,,,,0.021,71875865.3972182,51453760.006964326,46.079,2989940579.6810775,2753163604.2818713,0.203,8967520116.600977,1737361211.0604463
154,2020-06-03,9645.228,177416480472.83005,25222025158.95508,244.125,27137533088.4328,9023955445.45879,17.532,2592716465.79479,254801494.10416886,0.085,2627991676.940459,591308386.1160113,0.003,323695648.0974408,119884831.40027268,0.586,9614805.94741188,888236.6647254211,,,,0.022,74274130.69127516,29545401.45334526,47.062,3053255192.6384673,2437041544.50016,0.204,8982880357.683361,1256977102.3094773
155,2020-06-04,9776.203,179830985954.85498,24903069188.397156,243.708,27105225697.6403,10063518956.568722,17.768,2622151848.8793354,257877264.18799347,0.088,2717552835.086165,523154541.0113266,0.003,325652126.62886024,123499973.3875561,0.587,9543805.262487222,863889.7763493777,,,,0.021,73657362.1303667,34163772.43626729,47.458,3079380986.336426,2516600449.1354527,0.205,9036511117.737663,1313145139.9027412
156,2020-06-05,9636.966,177373937377.29663,23447982002.19483,240.247,26722521046.76495,8222827212.494165,17.643,2609083547.6139207,273877565.9260186,0.085,2651374213.0473104,409862454.04093415,0.003,322847909.87596095,126285010.67512205,0.657,10747702.95638117,4253926.368138953,,,,0.021,72206586.08626649,28837522.882745232,46.879,3042501113.516863,2410171447.0646887,0.203,8983729851.068195,1297990440.471073
157,2020-06-06,9662.859,177901732349.93213,19374357195.06036,242.022,26923196533.750423,7581565794.828065,17.544,2594510241.243783,220115765.14981315,0.086,2681160483.6159935,269293377.5268906,0.003,322823373.1550713,113261241.697058,0.625,10180036.835310562,1644975.9479360643,,,,0.021,72034389.57211286,18448017.99356132,46.753,3032639391.2564874,2104956593.542735,0.203,8959322858.43545,1058657481.0092325
158,2020-06-07,9738.603,179167717944.46164,23856639264.762486,244.227,27129407338.340355,9398819027.550787,17.386,2569939047.803725,222645848.71687517,0.086,2675984488.5436773,373943526.8493118,0.003,324470527.23822725,127789278.61951178,0.619,10138083.793723866,778127.9330190483,,,,0.02,70720484.68468505,21685499.498100333,46.585,3023679311.7506957,2330150215.0319247,0.203,8950315641.572674,1197102621.5350354
159,2020-06-08,9773.03,179810911053.20026,21154971285.09144,246.213,27441367803.298782,8129322897.065843,17.392,2577895737.5594263,204601412.02459878,0.086,2689772252.6651335,280640845.2374552,0.003,322119177.618313,116658893.07783423,0.668,10913789.386770498,1450401.0511809927,,,,0.02,70958990.23756535,14203268.549049903,46.402,3012093000.0139294,2366191294.2935,0.204,9001388939.03785,1251561325.8446476
160,2020-06-09,9767.005,179709840753.7975,22844271951.206215,243.85,27188436885.46926,8592468949.874516,17.358,2566693310.4844394,198081099.2391379,0.083,2591936050.9222493,278434928.6379766,0.003,319414770.35955983,110545343.9979969,0.655,10726797.093153996,934660.1510810163,,,,0.02,70221933.22548583,13032339.846645245,45.897,2979663913.548292,2165149059.5578847,0.201,8878556339.039703,1328042189.9544604
161,2020-06-10,9874.899,181705166673.57462,24398738299.650776,247.542,27480866985.686268,7584308101.602023,17.4,2567525315.8305535,210381520.46037987,0.084,2595603409.891679,400552079.7222123,0.003,322228412.19723344,120182402.6510263,0.65,10648020.65447342,1145633.2872963657,,,,0.021,73961875.64890227,40968426.22466148,46.655,3028686454.283962,2218118543.0000296,0.203,8946088933.548634,1303802102.0559528
162,2020-06-11,9325.997,171615707160.27472,31225155444.61979,232.001,25655172292.438347,12109538778.82486,16.315,2405200798.5210166,210778571.13409096,0.075,2342819639.6444817,392139007.5701582,0.002,305790127.8598937,124324062.61402173,0.572,9341515.406268213,1164520.213589104,,,,0.02,68291280.43381663,33045214.528285377,43.465,2822237691.693257,2448864752.801253,0.19,8386316203.510396,1464763764.6771228
163,2020-06-12,9469.533,174266571295.67957,23601462338.138706,237.593,26414947184.76374,9191505535.416174,16.633,2458716489.464939,220024360.0700192,0.079,2466658231.314434,316486518.03738123,0.003,313164051.165687,139660383.0299015,0.593,9722321.601662131,962192.2023448921,,,,0.02,71218986.66155753,17600418.10290585,44.709,2903332964.9439273,2238150150.821135,0.193,8531942725.594468,1332835186.6451855
164,2020-06-13,9469.473,174275005803.05463,19693461096.502857,238.294,26503078976.085632,6588386730.111501,16.808,2482197891.362207,207559002.9352048,0.079,2443676758.616384,230572695.56959432,0.003,316032978.9766584,130467975.69721358,0.609,9955797.604756866,753788.2633049818,,,,0.021,71998648.93281458,13988798.219314726,45.117,2930175599.5141587,1703323581.0017006,0.193,8528927628.977804,1187813850.7313433
165,2020-06-14,9345.961,172116372679.33923,18836155988.901707,232.113,25856836267.17579,6517043494.317247,16.572,2450773581.1365023,190361237.14640367,0.076,2380268832.0011644,197636305.95442638,0.002,311717946.83106875,114283771.51957221,0.586,9583560.125035353,915552.325663399,,,,0.021,71470136.34471214,24981443.268688105,44.07,2862714382.213163,1748374558.0410745,0.19,8426050743.047891,1150138451.2404819
166,2020-06-15,9431.719,173598215783.88248,29160908896.896835,231.017,25743924409.197376,9539612843.334753,16.378,2422013097.527766,195644814.4210931,0.078,2446394196.72817,388081290.112849,0.002,308939930.2723902,148884119.81479982,0.57,9320494.000741212,1052111.2592694547,,,,0.02,71283280.79746026,25137143.05893476,43.794,2844881164.431206,2007433973.0589678,0.192,8520123141.714212,1454758196.3784769
167,2020-06-16,9524.927,175075304218.30185,26391020757.045525,235.288,26206196967.82947,6857067974.879582,16.418,2426825300.850088,197505707.13496932,0.079,2454979752.6937966,289705109.8098347,0.002,310325685.8376785,144231710.1327751,0.585,9519846.38912149,679085.216200979,,,,0.021,71869475.89815438,17390124.884716384,43.851,2848931817.817644,1763461971.4517198,0.191,8470921493.314353,1246601572.7074816
168,2020-06-17,9463.361,174231189757.1904,23643218251.137486,233.864,26079437153.80169,6079869078.290233,16.389,2424884750.756174,176497164.57965845,0.083,2593429578.1188574,359419229.5146788,0.002,309629857.4427185,133883371.50824778,0.582,9549958.35463254,704810.1888912406,,,,0.021,72276111.08444585,21647473.894717526,44.045,2864357972.0888324,1818685708.1189418,0.193,8577386518.673258,1319933194.810691
169,2020-06-18,9399.767,173034439845.62103,20601074385.503212,231.685,25847377552.221436,6063250096.3478,16.169,2394325177.8205113,164635413.13393015,0.082,2556673302.3713875,307344572.7556305,0.002,307564709.0618782,116189638.19680993,0.62,10224928.435807472,1372641.01989903,,,,0.02,71204877.68782155,15722976.855710143,43.501,2826777755.229409,1388769179.2656517,0.19,8445132213.438693,1163790865.0304394
170,2020-06-19,9312.78,171101646024.0128,23738525501.71876,228.959,25534271650.26011,6840801770.229276,15.964,2361132693.7891955,160644324.961006,0.08,2478607966.5899997,270047826.89984494,0.002,305034568.36995995,129030058.42291449,0.686,11247343.894203106,7055205.212782311,,,,0.02,70341252.10570161,15600231.801536107,42.811,2780460385.78106,1633019358.3149471,0.187,8313481454.272817,1194918136.1065462
171,2020-06-20,9360.248,172323213442.3655,19774464252.766605,228.869,25501270877.342506,5400222130.457475,16.054,2373897719.7149124,163099721.25134048,0.079,2467040605.7434883,230329244.57024762,0.002,306496993.6063509,111854349.70889677,0.645,10673766.043338617,1745226.9861953105,,,,0.023,78026276.73519063,38316068.348937765,43.591,2827164191.979875,1163084948.1209483,0.189,8365620576.287947,1064702970.5453695
172,2020-06-21,9298.361,171192409474.1401,18986237382.053703,227.792,25381090910.620564,4995955268.45639,15.948,2358874801.5481806,142296013.71279278,0.078,2436971270.8879666,224072749.58957627,0.002,305662614.4188096,111928120.5552978,0.673,11086240.79289364,2287434.9791924166,,,,0.021,74451504.26826149,36890834.52060902,42.963,2786651137.7070103,1421113856.5926948,0.185,8223074113.743773,1015362822.0192441
173,2020-06-22,9678.683,178128652479.62244,24768621256.838917,243.365,27083046206.889904,5973345536.2072935,16.493,2437229810.816067,176844093.98665848,0.084,2603822156.6133556,273172323.0003148,0.002,309978338.14814085,130949233.95445943,0.727,11996277.112687156,1654719.03275172,,,,0.022,76780594.9987927,27632827.2946973,44.376,2878746723.402495,1483315414.7575068,0.19,8440336061.247619,1031254003.7220415
174,2020-06-23,9624.684,177187041226.59833,17756804210.055347,243.079,27097142032.576195,6291513184.395153,16.376,2417477041.4239235,159228450.33758786,0.083,2572303251.5687094,246206144.0713512,0.002,309300276.6468566,112014388.8479473,0.707,11646898.982503338,1383543.515394181,,,,0.023,78942503.87546955,20933372.17479938,44.138,2863665294.412741,1354115742.377386,0.188,8350911268.409599,1139321571.8165243
175,2020-06-24,9288.062,171028279701.5032,23183760291.75444,234.565,26239099771.426495,8149316604.925404,15.994,2370741002.541043,157180736.40353307,0.083,2573306719.7848144,371569603.9348565,0.002,302858875.17684853,131959061.52756831,0.736,12150092.54225176,2827321.0318965996,,,,0.022,77593389.05734064,24204954.57776012,42.585,2763171967.775663,1340940137.50718,0.184,8157424802.059575,1180122764.4242494
176,2020-06-25,9258.667,170495281892.45944,23499175984.21671,232.649,25963410301.573772,6321009243.432307,15.914,2353394947.3436666,135826468.64633995,0.082,2540498716.547023,269825228.4688815,0.002,301536937.7869516,109759531.73824641,0.713,11741625.189942881,1804323.6591062366,,,,0.022,75613667.49498063,17203243.586693253,42.383,2750342435.8564315,1191066903.6059327,0.184,8174313655.851336,1065596334.9274625
177,2020-06-26,9166.486,168807143703.19455,22429204010.635517,229.637,25643178437.809326,6513998360.988546,15.761,2330947468.521242,139383327.08905104,0.081,2509415525.2222447,233820453.33095145,0.002,295428579.10158855,108353614.97175342,0.741,12079079.145186102,1673667.3915581722,,,,0.021,72835714.8847507,20176252.482299455,43.141,2802770220.4425383,1389765239.401752,0.183,8147773072.74046,1282600124.6016247
178,2020-06-27,9013.906,166004979429.79742,21515626881.09779,221.026,24650756780.212147,6164981016.058191,15.143,2244154724.2146554,148605617.12573752,0.077,2411643666.427381,219669559.82550943,0.002,287701051.676312,105652715.61740157,0.713,11750514.839677684,1710200.3756398568,,,,0.019,68113391.62569575,20454447.99958585,41.112,2668430750.414148,1184329723.9213839,0.176,7834494705.544174,1203944528.5554078
179,2020-06-28,9139.903,168334049772.4726,19665935216.70147,225.123,25059706534.523754,5641785424.366106,15.366,2273304407.392324,155023700.98705325,0.08,2494920752.549869,264994501.71835187,0.002,289858451.97126293,126780703.7606329,0.799,13136127.952360291,3419777.1925617917,,,,0.02,69795114.99133834,21700409.158315845,41.4,2687405550.014637,1081999206.3646648,0.177,7893165939.317899,1184828112.2307308
180,2020-06-29,9185.167,169175896894.16483,19754459582.74716,228.206,25465535919.172665,5792207632.621344,15.476,2288640054.1966186,162349712.6537846,0.084,2605637535.7718596,342564753.2226276,0.002,289081753.37250966,121204871.88492909,0.853,14062849.974509096,2179078.5022104667,,,,0.02,68641746.05935942,22245016.210457478,41.889,2722576405.1248817,1308815003.3165495,0.178,7910841789.320565,1162669419.6907592
181,2020-06-30,9149.722,168558715595.07886,19741435780.48584,225.593,25169333234.47631,5282884955.518924,15.43,2283276873.7562456,152275345.61008513,0.083,2585686956.799616,267609405.34645832,0.002,289978285.3528022,124372837.12458833,0.859,14164459.013979025,4200596.310608971,,,,0.019,66354841.17009238,11981680.080934333,41.21,2677254552.8838854,1134831295.3447313,0.176,7825863681.306612,1042249688.527783
182,2020-07-01,9230.673,170031996602.76715,20005031554.019035,230.662,25738012877.807854,5307320170.136238,15.82,2341084177.1575685,150816511.4860776,0.096,2989873243.123106,499091138.2902844,0.002,295473388.275325,103350654.91035809,0.832,13737840.609279668,1840101.230846373,,,,0.019,65279606.07142224,23037794.559772372,41.747,2712689567.327076,1006851621.845021,0.177,7876682374.54288,1164143368.3559296
183,2020-07-02,9094.318,167604994105.34857,19379463385.296654,226.574,25284990219.958416,4427853855.208807,15.351,2271469452.384509,137641601.15897283,0.093,2900999074.902517,491140919.5879853,0.002,291344439.5187343,63481908.275304474,0.775,12783903.734507758,1796842.5276823917,,,,0.019,65953507.57060046,16765308.350575922,41.023,2666276352.4580007,1046295277.1565627,0.175,7804027232.306131,907150118.059732
184,2020-07-03,9071.385,167116284671.21997,17420495829.39433,225.176,25132071680.625286,4553181088.144414,15.293,2264032087.7304187,149724446.6696348,0.096,2993888384.7179904,526680394.6547377,0.002,288759721.5848906,63141653.197570935,0.767,12672163.175031388,1136961.5458983239,,,,0.019,67394225.9121771,16892652.00598097,41.185,2674162449.2862477,964391999.7853957,0.176,7844409345.792821,965079482.8005862
185,2020-07-04,9132.908,168258822207.29507,16643732672.692139,229.095,25572481115.808292,4910504255.511211,15.554,2297513032.595132,162034682.78683698,0.1,3095933297.1856313,400371435.8334179,0.002,289659524.66580796,66586115.96547127,0.781,12892264.592707587,1683516.1067310176,,,,0.02,68439387.46969245,10798703.12228828,42.093,2734315662.3039336,1025556211.2963257,0.178,7927764847.482127,1028972055.3926406
186,2020-07-05,9087.407,167429736492.90482,17324463886.377956,227.899,25442148685.628662,5250547694.457692,15.492,2289383666.6296763,148849664.41877323,0.098,3059154693.6484265,346363919.1965679,0.002,288823207.275624,73147492.03467333,0.692,11423393.474284139,3820984.230135418,,,,0.019,66700687.913621455,13360864.213763451,41.689,2708407622.704733,1032152701.493816,0.177,7886205457.101266,989670839.2420546
187,2020-07-06,9342.376,172136257752.3712,21987059041.689262,241.527,26966777214.595856,7214622724.058187,16.314,2412542715.3395653,158082223.97192276,0.105,3259049437.150048,436788456.6941107,0.003,324376835.8951619,87267637.8248381,0.708,11691026.180906912,1164528.5162276954,,,,0.02,70019028.40419324,15841089.297413843,44.067,2863152763.743501,1498016268.8359122,0.188,8382624840.303058,1449017121.488291
188,2020-07-07,9253.631,170510411872.0138,18945747769.31741,238.964,26667827703.348965,6390063707.992301,16.773,2480460217.1846757,199544301.54038182,0.118,3654326777.084032,679767221.4024912,0.003,382479055.8933709,221702331.55558693,0.753,12435090.742149869,1711217.8737984726,,,,0.02,70177171.58003053,20957945.02930877,43.325,2811786799.84961,1215124537.44136,0.185,8221452519.17162,1118759148.3724747
189,2020-07-08,9432.173,173809293389.63837,20708592426.03485,246.859,27538955079.081337,6855809513.431496,17.189,2541966350.3867364,212912177.01362133,0.13,4047779024.612315,1307477330.2469726,0.005,594339744.7037947,1160341959.7393813,0.796,13138366.724263769,2258517.8140890417,,,,0.022,75308457.88834755,33561711.237509355,45.272,2942089940.3692393,1526522191.8668013,0.204,9112910280.659475,1887140940.6239734
190,2020-07-09,9235.716,170198606143.6283,19480413474.236183,241.975,27017961197.637337,5454877568.354481,16.82,2485639478.8712196,182521636.96485597,0.124,3851949196.3499866,782809685.2587869,0.004,548308638.7029895,430964505.39597577,0.85,14045120.422821058,2615952.924425641,,,,0.021,76722490.03908898,27862827.978322342,44.375,2882550574.1682434,1406120068.8834832,0.202,9043230526.68333,1805510389.2195594
191,2020-07-10,9282.914,171104767641.88345,18224423467.7428,240.955,26917385878.316235,4948468762.536561,17.217,2547754640.775417,176179742.2433897,0.118,3686816739.9358172,631945552.281078,0.004,446234010.2047529,277250306.0880675,0.914,15112460.37027957,1871221.381625289,,,,0.021,78530241.56221475,21973094.150485754,44.283,2878989784.7044134,1133900454.0897691,0.199,8893727516.201387,1271305899.553482
192,2020-07-11,9234.315,170191069703.26535,16167064476.282873,239.102,26712364780.153114,4350900773.68197,17.615,2604910436.970678,186529499.80665672,0.125,3902938565.7681155,510001724.34463376,0.004,476993604.7180736,201664365.30640718,0.922,15255277.05816987,1733700.4838324187,,,,0.021,79839170.16231759,12761465.977783892,44.622,2900803591.990229,1013189636.6883478,0.201,9013255810.651312,1148229968.005948
193,2020-07-12,9297.48,171364106456.32056,17173962879.687658,241.772,26889793823.339703,5293860444.738397,18.282,2698495512.134894,232019605.6367238,0.127,3940493164.5851674,464305800.57238626,0.004,456300095.82015693,129403955.5940434,1.018,16696748.621766666,4779890.404796757,,,,0.021,78863141.68616445,11461288.774916682,44.708,2906761936.435128,1200458516.7151787,0.201,8966264523.682837,978263600.5955677
194,2020-07-13,9240.763,170370727819.23874,18245667827.005356,239.639,26757968884.421734,5773853723.2969055,18.385,2715245514.9643817,258356560.2064651,0.124,3860263067.875514,675300170.1615462,0.003,393114320.4597119,179141961.7072817,1.179,20428062.235112287,4064986.8593240106,,,,0.022,83512257.96080498,36280162.49996699,43.933,2855078946.4817047,1333631621.225491,0.199,8890650610.877533,1295450904.9373937
195,2020-07-14,9247.061,170451532161.73575,19147263017.229504,240.251,26870705032.694412,4794731175.010703,18.09,2675828065.214395,210848062.3672368,0.132,4109376817.6098657,567252700.2335236,0.003,412799771.1293821,140953982.77232984,1.148,19972946.844421286,2236363.0616940595,,,,0.022,83502693.37518926,19836564.42948985,43.856,2851929347.437786,1225825807.26313,0.199,8915032188.42276,1229683954.1416867
196,2020-07-15,9203.371,169758848797.9732,16565948994.90621,238.664,26686755678.99533,4622070139.084404,17.603,2603200688.7911263,168240728.71579066,0.13,4058537002.001158,410697605.82639164,0.003,387445086.55540997,109574218.6281748,1.294,24362181.926540546,3361791.9274219424,,,,0.022,83572669.50299941,24658283.202381372,43.315,2817157064.4991508,961655950.4208977,0.197,8838298047.426737,1087859005.570823
197,2020-07-16,9136.483,168496782960.8989,18760484380.276333,233.837,26142878196.66504,4836661397.807636,17.152,2536635434.4637985,168565071.74256504,0.126,3922040766.807748,543327338.958933,0.003,376069212.9891442,119584581.52060716,0.869,17274473.46197496,9296866.059843082,,,,0.021,78191657.53297855,23410612.279438157,42.06,2735828797.293796,1047150281.9741515,0.194,8697735762.463654,1142507498.2131786
198,2020-07-17,9156.277,168760444137.05035,16500659021.756384,232.781,26015174195.367386,4344879745.807146,17.08,2523851243.1158524,144813495.0179024,0.123,3815026554.4500537,332328276.11354834,0.003,384482519.554721,120670354.18557718,0.982,20917439.75564856,11550958.719088707,,,,0.021,79198940.38047884,11560933.679764077,41.909,2726277217.67358,677243499.7097691,0.194,8705421339.112036,1006735467.4007933
199,2020-07-18,9168.403,169031588403.36658,15638459042.903372,235.681,26352655621.666836,4349365185.3359585,17.136,2534108968.2212358,140702673.06949532,0.123,3816714933.176347,314371025.11494154,0.003,441694537.2438925,245241741.09091434,0.967,20602905.143447436,2951092.759333697,,,,0.022,80265392.3286137,9014516.612179626,42.437,2760933544.5661883,656970855.8446186,0.199,8938710463.140823,977356287.6924582
200,2020-07-19,9202.616,169692625141.8043,16085385661.984406,238.895,26715274452.48371,4452847140.177009,17.965,2665508175.6084304,215049200.92058906,0.124,3863193163.445181,308373230.99211067,0.003,425081838.32690334,183481047.8447845,0.922,19624140.864785753,2231346.892892173,,,,0.021,79430031.55178408,10604757.01468285,42.678,2776927288.389544,722094890.1724429,0.2,8937948631.520885,1234247613.9802349
201,2020-07-20,9163.16,168936986921.46805,17080393205.34609,236.06,26401433618.61543,5152984578.126705,17.48,2585027026.4680834,216275927.6935094,0.118,3663508639.979351,306182004.66044587,0.003,405839356.5317754,158255255.36049291,0.873,18811046.939017244,3041235.988885012,,,,0.022,81904623.98354553,25180271.804914206,41.974,2733539273.0254116,716898100.0325592,0.195,8723579266.387522,1231350389.8074782
202,2020-07-21,9384.38,173036757675.6725,20048075731.25112,245.234,27404691587.94453,5121955556.196016,17.74,2623383923.4302955,188660804.88108465,0.123,3820997387.140959,339573227.75766385,0.003,414595539.2306724,150316468.5954221,0.976,20859692.480081826,4296502.831840978,,,,0.021,79505613.80803184,17694528.523241635,43.742,2846823097.366715,1017328847.3476903,0.199,8912758866.8116,1211211329.9152627
203,2020-07-22,9514.305,175370017196.6754,19702428931.328556,263.762,29528105819.948067,6556501920.467992,18.065,2659506640.3949366,205429162.14826882,0.124,3853629978.659791,244764116.64935583,0.003,412054060.2363287,103035469.48609714,1.045,23288212.437627885,5381567.012406718,,,,0.021,79551222.55772525,11791999.478285518,44.961,2929165057.0024304,869288175.2235047,0.203,9117327614.133474,1088497490.0178118
204,2020-07-23,9589.818,176821599773.56787,26966148756.408127,274.724,30714049723.16856,7634745874.600546,18.679,2760438295.9559746,215334638.41373804,0.124,3859668619.3446755,297997215.64012367,0.003,413572228.77532285,108172720.38700734,1.056,23621340.96676559,3051275.6707602446,,,,0.021,79073246.91173483,9486898.132569877,44.906,2923190249.4399304,1075526752.6711113,0.208,9317240501.250225,1558970692.8591578
205,2020-07-24,9535.939,175865705417.72916,35810926084.94321,279.427,31236557399.18939,7547527176.1284075,19.174,2834374931.4004855,258626823.26984847,0.122,3795362719.226924,287737557.7596631,0.003,404728572.0599768,112909917.132722,0.996,22240716.375305213,2030487.6493153644,,,,0.021,77293389.29878083,11432022.11417822,44.162,2875112865.9521265,1289105583.6831574,0.204,9164825016.57929,1451104338.1077611
206,2020-07-25,9691.825,178740874539.49573,36726067828.3661,305.038,34136825749.960796,10358352414.143063,19.808,2935074481.7602634,272679558.3175524,0.143,4470685732.495006,686218774.3565013,0.003,410561866.68366873,111134958.55899774,1.251,27986367.374513853,9847485.817662286,,,,0.021,77973731.67377359,9822414.153433952,48.993,3189841628.7592983,2170193310.2140474,0.214,9607904717.300404,1348536567.2629757
207,2020-07-26,9925.751,183064851468.00018,19713211084.56171,310.518,34754323492.16516,10227817625.90999,19.521,2885760248.0615215,256257974.0379285,0.148,4627376307.437361,844199808.759492,0.003,406154075.0152678,106754750.66078563,1.597,35745817.7886529,9916449.44921899,,,,0.021,77572999.05338159,13005944.137947047,48.136,3134354911.9658833,2282971535.4542785,0.215,9655192377.359356,1517041766.201547
208,2020-07-27,10962.258,202191797991.40768,34694788843.590096,320.476,35873239729.40686,15060479190.224041,19.682,2910698837.6927166,343447724.2415311,0.138,4286659873.6729145,873873656.5499583,0.003,392352069.92172027,116948209.71380706,1.777,41165009.82828771,34618880.39774075,,,,0.02,74255355.28692892,30514081.58887409,52.936,3447293805.873476,3168108976.159385,0.224,10031095202.674301,1826151829.5592408
209,2020-07-28,10904.917,201144184191.06567,27637575180.450962,316.407,35422047874.02414,12462060871.173037,20.16,2981283364.288104,288337828.9216607,0.148,4603937359.100889,696233206.706044,0.003,401849911.3927682,101675133.5958133,1.784,41629008.982130036,9748575.381711468,,,,0.02,76815547.84936932,24573097.389806595,55.767,3632060672.04981,3097281948.2068663,0.23,10311201250.050516,1862380443.3500698
